date,country_region,country_region_code,sub_region_1,sub_region_1_code,sub_region_2,sub_region_2_code,sub_region_3,sub_region_3_code,place_id,sni_covid19_vaccination,sni_vaccination_intent,sni_safety_side_effects
2021-09-06,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,31.322,7.784,4.684
2022-05-09,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,16.983,5.019,1.193
2021-06-07,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,57.873,20.82,11.263
2022-05-16,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,16.565,5.054,0.944
2021-11-01,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,66.237,15.19,3.567
2022-06-20,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,14.949,4.687,1.042
2021-05-17,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,71.492,20.259,15.829
2022-08-08,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,8.419,2.55,
2023-03-06,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,4.196,0.857,
2023-07-03,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,2.276,,
2023-02-06,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,5.897,1.86,0.549
2023-05-29,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,3.887,0.955,
2021-11-29,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,106.808,27.979,5.116
2022-11-21,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,8.009,2.748,1.016
2023-02-13,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,4.305,0.935,
2021-01-04,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,73.159,9.462,8.818
2022-08-15,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,10.576,2.922,0.829
2021-08-09,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,49.142,12.843,7.277
2021-10-18,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,64.39,13.979,4.356
2023-01-23,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,7.746,1.466,0.81
2022-10-24,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,18.704,7.404,2.309
2023-05-22,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,3.984,1.001,
2021-03-22,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,73.27,16.521,17.437
2022-07-25,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,11.674,3.536,0.743
2023-07-31,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,2.889,,
2021-01-25,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,70.958,9.17,7.277
2021-09-20,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,30.192,7.852,4.337
2022-03-21,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,28.392,8.847,1.569
2022-04-11,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,20.576,6.874,1.488
2022-08-29,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,10.943,3.65,0.562
2022-10-03,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,27.784,12.641,3.054
2021-09-27,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,30.433,7.468,3.485
2022-01-17,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,62.949,37.845,2.503
2021-07-26,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,48.741,11.111,6.726
2022-08-01,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,9.581,2.932,0.544
2023-03-13,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,4.007,0.798,
2021-07-12,United Kingdom,GB,England,GB-ENG,East Hampshire,,,,ChIJ0fKHVy84dEgRME7toi2uDgQ,60.518,13.454,9.406
2021-04-05,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,22.023,7.819,3.76
2021-07-26,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,137.329,69.481,16.459
2023-05-22,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.688,3.295,0.528
2023-07-03,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,4.462,2.105,
2021-03-01,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,12.385,4.277,1.712
2022-04-18,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,17.091,9.51,1.208
2021-04-26,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,14.867,6.011,2.955
2022-05-02,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,14.332,8.024,1.308
2022-01-03,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,84.602,56.307,4.173
2021-11-08,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,59.827,27.514,5.204
2021-10-11,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,159.141,64.786,11.805
2021-05-03,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,18.834,8.72,3.657
2021-08-02,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,174.485,83.689,23.526
2022-05-09,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,13.351,7.542,1.154
2023-05-29,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.329,3.462,0.553
2023-01-09,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.028,3.441,0.746
2021-04-12,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,20.013,7.844,3.244
2022-07-25,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,11.907,6.752,1.187
2023-02-20,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.985,3.941,0.587
2022-06-27,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,11.387,6.117,0.858
2023-04-24,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.069,3.941,0.531
2023-02-27,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.4,3.441,0.571
2021-03-08,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,13.96,6.011,1.711
2021-05-10,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,21.249,9.439,4.728
2022-01-17,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,68.968,41.171,4.701
2023-01-23,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.857,3.392,
2023-07-17,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,3.97,1.876,
2021-04-19,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,13.629,5.328,2.783
2021-11-22,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,44.397,20.893,2.635
2022-01-24,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,42.504,24.926,3.457
2023-08-07,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,3.743,1.759,
2021-03-29,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,19.792,10.297,3.546
2023-01-30,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.437,3.073,0.464
2022-10-17,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.659,3.244,0.574
2022-01-31,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,35.255,19.711,3.477
2022-04-04,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,21.262,12.148,1.672
2021-08-16,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,163.713,84.937,22.599
2022-01-10,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,66.856,39.6,5.104
2021-03-22,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,16.656,8.74,2.533
2023-01-16,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.222,2.979,0.566
2022-07-04,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,19.376,12.739,1.111
2021-01-11,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,9.186,2.444,1.1
2022-02-14,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,26.464,15.067,2.99
2022-04-25,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,15.424,8.556,1.301
2022-08-29,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.04,4.454,0.656
2022-12-26,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,5.589,2.828,
2022-10-03,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.056,3.746,0.629
2023-01-02,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.057,3.537,0.541
2021-12-06,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,41.292,21.615,2.288
2023-03-06,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.966,3.885,0.578
2022-02-07,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,32.822,18.52,3.453
2022-12-12,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,5.69,2.768,0.557
2021-01-04,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,11.366,3.456,1.298
2021-05-17,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,25.809,11.211,4.632
2022-12-05,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.426,3.198,0.463
2023-05-15,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.386,3.184,0.472
2023-03-13,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.57,3.591,0.602
2023-03-20,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.72,3.539,0.611
2022-05-23,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,13.844,8.038,1.13
2021-02-08,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.36,2.652,1.047
2021-11-29,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,37.159,17.486,2.331
2022-11-28,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.971,3.376,0.644
2022-10-10,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.654,3.566,0.494
2023-05-01,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.289,3.831,0.579
2021-01-18,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.8,2.089,0.967
2021-09-13,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,148.773,70.272,25.584
2022-11-14,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.882,4.149,0.488
2021-09-27,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,118.976,53.074,16.691
2022-08-08,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.99,4.801,0.873
2022-10-31,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.955,3.702,0.529
2021-06-07,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,26.451,11.157,5.269
2021-12-20,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,53.801,36.225,2.22
2021-08-23,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,195.225,101.63,24.764
2023-04-10,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.453,5.139,0.663
2022-02-28,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,19.388,9.826,2.048
2023-04-03,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.782,3.773,0.451
2023-07-10,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,4.247,1.95,
2023-05-08,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.017,3.296,0.673
2022-02-21,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,19.28,10.475,2.349
2023-06-12,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,5.345,2.708,
2022-05-16,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,12.234,6.732,0.931
2021-06-21,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,51.884,23.281,6.966
2021-09-20,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,132.902,58.111,24.911
2022-03-21,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,21.947,12.175,1.949
2021-07-19,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,112.747,56.476,12.561
2022-06-13,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,11.75,6.619,0.897
2021-05-24,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,33.44,16.787,5.749
2021-08-09,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,176.315,86.774,27.152
2022-08-15,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.388,4.517,0.646
2022-11-21,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.432,3.165,0.581
2021-01-25,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.367,2.403,0.696
2022-09-26,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.151,3.08,0.548
2021-07-12,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,86.336,41.759,10.507
2021-07-05,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,87.083,41.52,10.642
2021-12-27,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,52.085,34.538,2.275
2021-06-28,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,84.513,38.264,10.82
2021-11-15,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,51.547,24.185,4.268
2022-06-06,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,10.616,5.692,0.892
2021-02-22,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,16.556,4.999,2.31
2021-06-14,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,33.02,13.662,5.587
2022-09-19,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.214,3.254,0.465
2023-07-24,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,3.962,1.802,
2021-12-13,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,59.301,35.744,2.764
2022-11-07,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.136,4.6,0.423
2022-05-30,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,12.549,7.199,0.945
2022-12-19,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.71,3.413,0.68
2023-04-17,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.333,4.969,0.672
2021-05-31,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,30.416,14.807,5.18
2021-10-18,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,110.664,41.264,9.176
2021-11-01,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,73.994,35.221,6.12
2022-09-05,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,7.287,3.556,0.773
2022-10-24,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.668,3.064,0.666
2023-02-06,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.398,4.175,0.608
2022-08-01,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,10.183,5.377,1.174
2021-02-01,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.646,1.904,0.607
2021-03-15,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,26.557,15.185,2.27
2021-10-25,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,96.864,39.836,7.575
2023-02-13,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.935,3.95,0.447
2022-07-18,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,17.472,10.616,1.626
2023-03-27,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.664,3.76,0.634
2023-06-05,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.181,3.076,0.658
2021-10-04,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,152.346,66.979,13.436
2022-08-22,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,8.64,4.602,0.745
2022-03-28,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,19.582,11.008,1.833
2022-06-20,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,11.844,6.449,1.009
2022-09-12,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,6.949,3.531,0.672
2021-08-30,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,172.78,88.158,24.396
2023-07-31,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,3.407,1.664,
2023-06-19,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,5.238,2.569,0.511
2023-06-26,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,4.387,2.147,
2021-09-06,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,203.01,105.254,27.125
2022-03-07,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,20.472,10.606,2.194
2022-07-11,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,24.768,16.539,1.86
2022-04-11,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,15.339,8.492,1.431
2022-03-14,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,21.641,12.261,1.867
2021-02-15,Australia,AU,New South Wales,AU-NSW,Central Coast (NSW),,,,ChIJ0fMBYjkzDWsRXIrb6MU5og0,19.474,6.017,2.994
2021-01-25,Australia,AU,New South Wales,AU-NSW,Orange City Council,,,,ChIJ0fTFOKPSEWsRfnBRaAcZIFw,8.227,2.283,
2022-06-27,Australia,AU,New South Wales,AU-NSW,Orange City Council,,,,ChIJ0fTFOKPSEWsRfnBRaAcZIFw,9.172,5.128,
2023-05-22,Australia,AU,New South Wales,AU-NSW,Orange City Council,,,,ChIJ0fTFOKPSEWsRfnBRaAcZIFw,6.057,2.92,
2021-11-15,Australia,AU,New South Wales,AU-NSW,Orange City Council,,,,ChIJ0fTFOKPSEWsRfnBRaAcZIFw,42.168,19.429,2.931
